TextID_D,Date_D,Ruler,Year,Month,Day,Dossier_D,Archive_D,Genre_D,Locus_D,Stratum_D,ExcNum_C,MusAcc_C,Mus_C,TNum,Pnum,TextID_A,TextID_C,TextNum_A
NIPPUR 359,1790,Rim-Sin,33,6, 3,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2047,T23533,P512685,HS 2047,TMH 10 156,TMH 10 156
UR 908,1790,Rim-Sin,33,6, 30,Sin-imgur,UR (UET 5),Legal - Loan (dates),,,U �,"1953-04-11, 0151",BM 131316,T12404,P415278,"BM 131316 = 1953-04-11, 151",UET 5 399,UET 5 399
NIPPUR 336,1790,Rim-Sin,33,6, 6,"E-tur (Deliveries, Ni-tena)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,HS 2029,T23510,P512662,HS 2029,TMH 10 133,TMH 10 133
NIPPUR 356,1790,Rim-Sin,33,6, 6,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2057,T23530,P512682,HS 2057,TMH 10 153,TMH 10 153
NIPPUR 360,1790,Rim-Sin,33,7, 25,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2058,T23534,P512686,HS 2058,TMH 10 157,TMH 10 157
UR 822,1790,Rim-Sin,33,7-bis, 13,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (shu-la),,,U 16597a,-,UM 52-30-136,T12329,P415196,UM 52-30-136 = U.16597a,UET 5 313,UET 5 313
NIPPUR 208,1790,Rim-Sin,33,8, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Marriage,,,-,-,HS 2388,T23254,P504271,HS 2388,TMH 10 3,TMH 10 3
UR 861,1790,Rim-Sin,33,8, 30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 16596b,"1953-04-11, 0140",BM 131305,T12359,P415234,"BM 131305 = 1953-04-11, 140 = U.16596b",UET 5 352,UET 5 352
NIPPUR 4784,1790,Rim-Sin,33,ki 2 du6-ku3,20,"CRH (Expenditures, Ellitum)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07435,-,P262436,-,"Robertson diss. p. 349, CBS 7435",-
NIPPUR 4860,1790,Rim-Sin,33,ki 2 NE-NE-gar,01,"CRH (Expenditures, Damiqtum)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07627,-,P262628,-,"Robertson diss. p. 308, CBS 07627",-
NIPPUR 3950,1790,Rim-Sin,33,ki 4 kin-{d}inanna,-,"CRH (Expenditures, Oil)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (oil),,,-,-,UM 29-15-918,-,P256568,-,"UM 29 diss. p. 290, -15-918",-
NIPPUR 11068,1790,Rim-Sin,33,ki 4 kin-{d}inanna,04,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07482bis,-,P499426,-,"Robertson diss. p. 253, CBS 07482",-
NIPPUR 4839,1790,Rim-Sin,33,ki 4 kin-{d}inanna,12,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07539,-,P262540,-,"Robertson diss. p. 240, CBS 7539",-
NIPPUR 4877,1790,Rim-Sin,33,ki 4 kin-{d}inanna,12,"CRH (Purchase, Animals)",Nippur's CRH (Penn Excav.),Administrative - receipt,,,-,-,CBS 07660,-,P262661,-,"Robertson diss. p. 194, CBS 7660",-
NIPPUR 4811,1790,Rim-Sin,33,ki 4 kin-{d}inanna,14,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07489,-,P262491,-,"Robertson diss. p. 240, CBS 7489",-
NIPPUR 3941,1790,Rim-Sin,33,ki 6 kin-{d}inanna,01,"CRH (Expenditures, Damiqtum)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,UM 29-15-880,-,P256557,-,"UM 29 diss. p. 312, -15-880",-
NIPPUR 4879,1790,Rim-Sin,33,ki 6 kin-{d}inanna,22,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07664,-,P262665,-,"Robertson diss. p. 247, CBS 7664",-
NIPPUR 4807,1790,Rim-Sin,33,ki 7 kin-{d}inanna,06,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07484,-,P262485,-,"Robertson diss. p. 241, CBS 7484",-
NIPPUR 4837,1790,Rim-Sin,33,ki 7 kin-{d}inanna,17,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,CBS 07536,-,P262537,-,"ASJ 05 161, CBS 7536",-
NIPPUR 4813,1790,Rim-Sin,33,ki 7 kin-{d}inanna,20,"E-tur (Deliveries, Ni-tena)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07493,-,P262495,-,Robertson diss. p. 220 CBS 7493,-
NIPPUR 5445,1789,Rim-Sin,34,-,-,"CRH (Deliveries, Emmer)",Nippur's CRH (Penn Excav.),Administrative - Delivery (barley),,,-,-,CBS 09890,-,P265185,-,"PBS 08 /1, 078",-
UR 943,1789,Rim-Sin,34,1, 30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - receipt,,,U 16596d,-,IM 057387,T12501,P415311,IM 57387 = U.16596d,UET 5 434,UET 5 434
UR 863,1789,Rim-Sin,34,10, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 16593b,"1953-04-11, 0142",BM 131307,T12362,P415236,"BM 131307 = 1953-04-11, 142 = U.16593b",UET 5 354,UET 5 354
UR 945,1789,Rim-Sin,34,10, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - receipt,,,U 17249.25,-,IM 057389,T12503,P415313,"IM 57389 = U.17249,25",UET 5 436,UET 5 436
UR 826,1789,Rim-Sin,34,11, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 16597h,"1953-04-11, 0129",BM 131294,T12333,P415200,"BM 131294 = 1953-04-11, 129 = U.16597h",UET 5 317,UET 5 317
UR 828,1789,Rim-Sin,34,12, 4,Legal (Work hire),"Ur's Neighborhood (AH), Church Lane 1",Legal - Work hire,,,U �,"1953-04-11, 0131",BM 131296,T12335,P415202,"BM 131296 = 1953-04-11, 131",UET 5 319,UET 5 319
UR 751,1789,Rim-Sin,34,2, 30,Legal (Work hire),"Ur's Neighborhood (AH), Paternoster Row 8-10",Legal - Work hire,,,U 16828g,-,UM 52-30-117,T13050,P415127,UM 52-30-117 = U.16828G,UET 5 240,UET 5 240
NIPPUR 380,1789,Rim-Sin,34,2, 9,"CRH (Expenditures, Barley)",Nippur's CRH (Penn Excav.)?,Administrative - Tag?,,,-,-,HS 2332,T23554,P512706,HS 2332,TMH 10 177,TMH 10 177
UR 700,1789,Rim-Sin,34,3, -,Mar-ersetim (and Ya'a),"Ur's Neighborhood (AH), Church Lane 2",administrative - Work Contract,,,U 16057c,"1953-04-11, 0099",BM 131264,T13021,P415080,"BM 131264 = 1953-04-11, 99 = U.16059c",UET 5 189,UET 5 189
UR 944,1789,Rim-Sin,34,3, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - payment (silver),,,U 16593c,-,IM 057388,T12502,P415312,IM 57388 = U.16593c,UET 5 435,UET 5 435
UR 960,1789,Rim-Sin,34,3, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - receipt,,,U 17249.07,-,UM 52-30-173,T12517,P415327,"UM 52-30-173 = U.17249,7",UET 5 451,UET 5 451
UR 711,1789,Rim-Sin,34,3, 30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane no. 3",Legal - Rental (House),,,U 16593a,-,IM 057272,T13031,P415090,IM 57252 = U.16593a,UET 5 200,UET 5 200
NIPPUR 298,1789,Rim-Sin,34,5, -,TA - House F?: Ilshu-muballit,Nippur (Hilprecht),Legal - Sale (Land),,,-,-,HS 2231,T23469,P512624,HS 2231,TMH 10 93,TMH 10 93
UR 872,1789,Rim-Sin,34,5, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Loan (silver),,,U 17249.50,-,UM 52-30-150,T12370,P415245,"UM 52-30-150 = U.17249,50",UET 5 363,UET 5 363
UR 946,1789,Rim-Sin,34,5, 30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - receipt,,,U 16597d,-,IM 057390,T12504,P415314,IM 57390 = U.16597d,UET 5 437,UET 5 437
UR 905,1789,Rim-Sin,34,6, -,Sin-imgur,UR (UET 5),Legal - Loan (dates),,,U �,-,UM 52-30-157,T12401,P415275,UM 52-30-157,UET 5 396,UET 5 396
UR 87,1789,Rim-Sin,34,6,-,"Sin-imguranni, son of Ipqusha",Ur's Extra-mural (EM)?,Legal - Royal Edict Issue,,,-,B 047,BM 033204,T22126,P498181,BM 33204 = B.47 // BM 33204-a = B.47-a,TS 024,HEO 12 24
NIPPUR 361,1789,Rim-Sin,34,6, 15,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2034,T23535,P512687,HS 2034,TMH 10 158,TMH 10 158
NIPPUR 362,1789,Rim-Sin,34,6, 18,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2048,T23536,P512688,HS 2048,TMH 10 159,TMH 10 159
NIPPUR 363,1789,Rim-Sin,34,6, 22,"CRH (Expenditures, Fodder)",Nippur's CRH (Penn Excav.),Administrative - Expenditure (fodder),,,-,-,HS 2033,T23537,P512689,HS 2033,TMH 10 160,TMH 10 160
UR 286,1789,Rim-Sin,34,6, 4,Administrative (satukku),Ur (unprov),Administrative - Delivery,,,U �,-,IM 090255,T22559,P448737,IM 90255,Nisaba 19 17,Nisaba 19 17
UR 486,1789,Rim-Sin,34,8, -,legal (land sale),Ur (unprov),Legal - Sale (Land),,,-,-,unknown,T6350,P412498,-,SVJAD 017,SVJAD 17
NIPPUR 4778,1789,Rim-Sin,34,ki 19 kin-{d}inanna,20,"CRH (Expenditures, Ibbi-Illabrat)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07426,-,P262427,-,"Robertson diss. p. 357, CBS 07426",-
NIPPUR 4870,1789,Rim-Sin,34,ki 5 kin-{d}inanna,15,"CRH (Expenditures, Asses of Enlil)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07645,-,P262646,-,"Robertson diss. p. 343, CBS 7645",-
NIPPUR 11069,1789,Rim-Sin,34,ki 8 kin-{d}inanna,18,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07606,-,P499427,-,"Robertson diss. p. 254, CBS 07606",-
NIPPUR 4812,1789,Rim-Sin,34,ki 8 kin-{d}inanna,20,"CRH (Expenditures, Damiqtum)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07490,-,P262492,-,"Robertson diss. p. 249, CBS 7490",-
NIPPUR 8381,1789,-,-,-,-,TA - House K?: Ninlil-Zimu?,Nippur's Tablet Hill (TA),Legal - Inheritance,,,-,-,Ist Ni 09215,-,P313152,-,ARN 031,-
NIPPUR 496,1788,Rim-Sin,35,-,-,"TA - Legal (Family, Inheritance)","Nippur (TIM 4, purchased by S. David)",Legal - Inheritance,,,-,-,IM 010899,-,P223283,-,TIM 04 20,-
UR 1553,1788,Rim-Sin,35,-, -,legal (Lawsuit),Ur (unprov),Legal - Lawsuit,,,-,-,uncertain,T24280,P528368,s. n.,RA 012 115-116,Scheil RA 12
UR 958,1788,Rim-Sin,35,-, -,"Ela, son of Ur-Damu (shatammum)","Ur's Extra-mural (EM), Quiet Street",Administrative - receipt,,,U 08809,-,UM 52-30-171,T6223,P283690,UM 52-30-171 = U.8809,UET 5 449,UET 5 449
UR 99,1788,Rim-Sin,35,1,-,"""Isolated Texts""",Ur's Extra-mural (EM)?,Legal - Adoption,,,-,B 042,BM 033199,T22157,P498252,BM 33199 = B.42 // BM 33199-a = B.42-a // K.14844,TS 097,HEO 12 97
NIPPUR 266,1788,Rim-Sin,35,10, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Sale (Prebend),,,-,-,HS 2396,T23431,P512592,HS 2396,TMH 10 55,TMH 10 55
UR 829,1788,Rim-Sin,35,10, -,Dumuzi-Gamil?,"Ur's Neighborhood (AH), Niche Lane 3?",Legal - Claim (silver),,,U �,"1953-04-11, 0132",BM 131297,T12336,P415203,"BM 131297 = 1953-04-11, 132",UET 5 320,UET 5 320
UR 635,1788,Rim-Sin,35,11, -,Ku-Ningal,"Ur's Extra-mural (EM), Quiet Street 7",Legal - restitution,,,U 07836?,-,UM 52-30-089,T6211,P283670,UM 52-30-89 = U.7836?,UET 5 124,UET 5 124
UR 827,1788,Rim-Sin,35,11, -,Warad-Sin,"Ur's Neighborhood (AH), House no 1",Legal - Loan (shu-la),,,U 17249.55,"1953-04-11, 0130",BM 131295,T12334,P415201,"BM 131295 = 1953-04-11, 130 = U.17249, 55",UET 5 318,UET 5 318
UR 250,1788,Rim-Sin,35,12, -,Addu-gugal,Ur's City Wall (CLW),Legal - Sale (Land),,,U �,-,IM 090443,T22519,P381982,IM 90443,"Nisaba 12 /4, 06",Nisaba 12 IV 6
UR 251,1788,Rim-Sin,35,12,-,legal (simdatum case),Ur (unprov),Legal - Sale (Land),,,U �,-,IM 090206,T22520,P381983,IM 90206,"Nisaba 12 /4, 07",Nisaba 12 IV 7
UR 763,1788,Rim-Sin,35,12, -,Addu-gugal,Ur's City Wall (CLW),Legal - Simdat sharri complication,,,U 13022,-,IM 057301,T13060,P415140,IM 57301 = U.13022,Nisaba 12 p. 147,UET 5 253
UR 483,1788,Rim-Sin,35,12, 20,Sin-ishmeanni (simdat sharri),Nippur (PBS 8),Legal - Proceedings,,,-,-,CBS 07742,T5549,P262755,CBS 7742,"PBS 08 /2, 264",PBS 8/2 264
UR 88,1788,Rim-Sin,35,12, 30,"Sin-imguranni, son of Ipqusha",Ur's Extra-mural (EM)?,Legal - Proceedings,,,-,B 038,BM 033195,T22127,P498182,BM 33195 = B.38 // BM 33195-a = B.38-a,TS 025,HEO 12 25
NIPPUR 4819,1788,Rim-Sin,35,3,-,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,CBS 07504,-,P262506,-,"Robertson diss. p. 284, CBS 07504",-
UR 762,1788,Rim-Sin,35,5, -,Ku-Ningal,"Ur's Extra-mural (EM), Quiet Street 7",Legal - forced sale,,,U 07836theta,-,IM 057300,T6213,P415139,IM 57300 = U.7836?,UET 5 252,UET 5 252
NIPPUR 4007,1788,Rim-Sin,35,6,-,"CRH (Administrative, Unpublished)",Nippur (Penn excavations),Administrative,,,-,-,UM 29-16-073,-,P256678,-,-,-
UR 117,1788,Rim-Sin,35,7, -,Uqqu family?,Ur (unprov),Legal - Sale (Land),,,-,-,MAH 15896,T24188,P423879,MAH 15896,AoF 45 060-065,Cavigneaux & Clevenstine AoF 45
UR 1335,1788,Rim-Sin,35,9, 10,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16061h,-,IM 057595,T12882,P415697,IM 57595 = U.16061h,UET 5 827,UET 5 827
UR 1336,1788,Rim-Sin,35,9, 20,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16061i,-,UM 52-30-260,T12883,P415698,UM 52-30-260 = U.16061i,UET 5 828,UET 5 828
UR 1337,1788,Rim-Sin,35,9, 20,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16061c,-,UM 52-30-261,T12884,P415699,UM 52-30-261 = U.16061c,UET 5 829,UET 5 829
UR 1338,1788,Rim-Sin,35,9, 20,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16061e,-,UM 52-30-262,T12885,P415700,UM 52-30-262 = U.16061e,UET 5 830,UET 5 830
UR 1339,1788,Rim-Sin,35,9, 20,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16061m,-,UM 52-30-263,T12886,P415701,UM 52-30-263 = U.16061m,UET 5 831,UET 5 831
UR 752,1788,Rim-Sin,35,9, 30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Work hire,,,U 16592e,-,UM 52-30-118,T13051,P415128,UM 52-30-118 = U.16592e,UET 5 241,UET 5 241
UR 825,1788,Rim-Sin,35,9, 30,Warad-Sin,"Ur's Neighborhood (AH), House no 1",Legal - Loan (shu-la),,,U 16598,-,UM 52-30-139,T12332,P415199,UM 52-30-139 = U.16598,UET 5 316,UET 5 316
NIPPUR 4022,1787,Rim-Sin,36,-,-,"CRH (Administrative, Unpublished)",Nippur (Penn excavations),Administrative,,,-,-,UM 29-16-094,-,P256699,-,-,-
UR 1123,1787,Rim-Sin,36,1, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - Delivery (animal),,,U 16595b,"1953-04-11, 0203",BM 131368,T12674,P415487,"BM 131368 = 1953-04-11, 203 = U.16595b",UET 5 615,UET 5 615
NIPPUR 254,1787,Rim-Sin,36,11, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Sale (Land),,,-,-,HS 2399,T23419,P512584,HS 2399,TMH 10 45,TMH 10 45
UR 1340,1787,Rim-Sin,36,12, -,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16061k,-,UM 52-30-264,T12887,P415702,UM 52-30-264 = U.16061k,UET 5 832,UET 5 832
UR 1341,1787,Rim-Sin,36,12, -,Apil-kittim,"Ur's Neighborhood (AH), Church Lane 2",Administrative - animal record,,,U 16061g,-,UM 52-30-265,T12888,P415703,UM 52-30-265 = U.16061g,UET 5 833,UET 5 833
UR 89,1787,Rim-Sin,36,12, 30,"""Isolated Texts""",Ur's Extra-mural (EM)?,Legal - SIlver Donation,,,-,B 050,BM 033207,T22158,P498183,BM 33207 = B.50 // BM 33207-a = B.50-a,TS 026,HEO 12 26
UR 830,1787,Rim-Sin,36,2, 10,Ku-Ningal?,"Ur's Neighborhood (AH), Paternoster Row 8-10",Legal - Loan (shu-la),,,U �,"1953-04-11, 0133",BM 131298,T12337,P415204,"BM 131298 = 1953-04-11, 133",UET 5 321,UET 5 321
NIPPUR 6297,1787,Rim-Sin,36,6,05,"E-tur (Deliveries, Nam-enna)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,N 1229,-,P276381,-,"Robertson diss. p. 215, N 1229",-
NIPPUR 341,1787,Rim-Sin,36,6, 2,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (animals),,,-,-,HS 2211b,T23515,P512667,HS 2211-b,TMH 10 138,TMH 10 138
UR 1518,1787,Rim-Sin,36,9,-,legal (land sale),Ur (unprov),Legal - Sale (Land),,,-,-,YBC 05407,T11118,P293289,YBC 5407+YBC 5407-a,YOS 08 138,YOS 8 138
UR 1499,1786,Rim-Sin,37,-, -,ili-ippalsam?,"Ur (unprov., 1919)",Legal - Inheritance,,,-,-,YBC 04751,T22823,P305902,YBC 4751,YOS 05 106,YOS 5 106
NIPPUR 255,1786,Rim-Sin,37,1, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Sale (Land),,,-,-,HS 2143 & Ist Ni 09324,T23420,P313272,HS 2143 // Ni. 9324,TMH 10 46,TMH 10 46
NIPPUR 267,1786,Rim-Sin,37,3, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Sale (Prebend),,,-,-,HS 2379 & HS 2362b + HS 2348 + HS 2898 + HS 2903,T23432,P512593,HS 2379 // HS 2362-b+HS 2348+HS 2898+HS 2903,TMH 10 56,TMH 10 56
NIPPUR 515,1786,Rim-Sin,37,8,-,TA - House N 2: Amurru-Shemi,Nippur's Tablet Hill (TA),Legal - Sale (House),174,XI-2,3N-T0869,-,IM 058779,-,P224333,-,SAOC 44 18,-
NIPPUR 3949,1786,Rim-Sin,37,ki 54 kin-{d}inanna,17,"E-tur (Deliveries, Ni-tena)",Nippur's CRH (Penn Excav.),Administrative - Delivery,,,-,-,UM 29-15-900,-,P256567,-,"UM 29 diss. p. 225, -15-900",-
NIPPUR 8385,1786,-,-,-,-,TA - House I?: Damiq-ilishu,Nippur's Tablet Hill (TA),Legal - Sale (Prebend),,,-,-,Ist Ni 01922,-,P313156,-,ARN 035,-
NIPPUR 4558,1785,Rim-Sin,38,-,-,TA - House I?,Nippur (PBS 8),Legal - Sale (House),,,-,-,CBS 04942,-,P261135,-,"PBS 08 /1, 028",-
NIPPUR 418,1785,Rim-Sin,38,-, 3,"CRH (Expenditures, Guennakkum)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (wool),,,-,-,UM 29-15-870,T2622,P256547,UM 29-15-870,"JCS 36 180, UM 29-15-870","UM 2915870 (Robertson JCS 36, p. 180)"
UR 693,1785,Rim-Sin,38,1, -,legal (land sale),UR (UET 5),Legal - Sale (Land),,,-,-,IM 057262,T12152,P415073,IM 57262,UET 5 182,UET 5 182
NIPPUR 242,1785,Rim-Sin,38,10, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - House & Land Sale,,,-,-,HS 2386 & HS 2387,T23390,P512577,HS 2386 // HS 2387,TMH 10 32,TMH 10 32
NIPPUR 130,1785,Rim-Sin,38,11, -,TB - Naditu,Nippur (unprov),Legal - Sale (House),,,-,D0714,ROM 910x209.182,T19565,P417034,IB 211 = D 714,-,"IB 211 (Mayer Or 74, p. 335-338)"
UR 487,1785,Rim-Sin,38,8, 7,legal (land sale),Ur (unprov),Legal - Sale (Land),,,-,-,Erm 15105,T6351,P412499,-,SVJAD 018,SVJAD 18
UR 604,1784,Rim-Sin,39,7, -,Iddin-Ea and Ibni-Ea,"Ur's Neighborhood (AH), Church Lane 2",Legal - Adoption,,,U 16506a,-,UM 52-30-080,T12118,P414996,UM 52-30-80 = U.16506a,UET 5 94,UET 5 94
NIPPUR 256,1782,Rim-Sin,41,3, -,TA - House I: Damiq-ilishu?,Nippur (Hilprecht),Legal - Sale (Land),,,-,-,HS 2176a & HS 2332 + HS 2335 + HS 2382 + HS 2383 + HS 2224 + HS 2893,T23421,P512585,HS 2176+HS 2332+HS 2335+HS 2382+HS 2383+HS 2224+HS 2893,TMH 10 47,TMH 10 47
NIPPUR 480,1781,Rim-Sin,42,11,-,TB - House B?: Warad-Enlil?,"Nippur (TIM 4, purchased by S. David)",Legal - Inheritance,,,-,-,IM 010881,-,P223265,-,TIM 04 1,-
NIPPUR 4680,1781,Rim-Sin,42,5,-,TB - House C?: Lu-Ursaggal?,Nippur (PBS 8),Legal - Sale (House),,,-,-,CBS 07123,-,P262162,-,"PBS 08 /2, 110",-
NIPPUR 4563,1780,Rim-Sin,43,-,-,z - Legal (house sale),Nippur (PBS 8),Legal (general),,,-,-,CBS 04947,-,P261140,-,"PBS 08 /1, 038",-
NIPPUR 95,1780,Rim-Sin,43,12, -,TA - House N 1: Apil-Amurru?,Nippur (unprov),Legal - Emancipation,,,-,-,Ist Ni 09219,T10816,P313158,Ni. 9219,ARN 038,ARN 38
NIPPUR 209,1780,Rim-Sin,43,6, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Marriage,,,-,-,HS 2362a & Ist Ni 09220,T23255,P504397,HS 2362-a+HS 2395 // Ni. 9220,TMH 10 4,TMH 10 4
NIPPUR 211,1780,Rim-Sin,43,8, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Adoption,,,-,-,HS 2213,T23257,P504399,HS 2213,TMH 10 6,TMH 10 6
UR 723,1780,Rim-Sin,43,8, -,Ku-Ningal,"Ur's Extra-mural (EM), Quiet Street 7",Legal - Rental (Land),Room 11,,U 07836pi,-,IM 057280,T6216,P415101,IM 57280 = U.7836?,UET 5 212,UET 5 212
NIPPUR 234,1779,Rim-Sin,44,7, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Slave Donation,,,-,-,HS 2234,T23362,P512571,HS 2234,TMH 10 24,TMH 10 24
NIPPUR 257,1778,Rim-Sin,45,10, -,TB - House ?: Lu-Ursaggal,Nippur (Hilprecht),Legal - Land Sale,,,-,-,HS 2197,T23422,P512586,HS 2197,TMH 10 48,TMH 10 48
NIPPUR 268,1778,Rim-Sin,45,4, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Prebend Purchase,,,-,-,HS 2062,T23433,P512594,HS 2062,TMH 10 57,TMH 10 57
NIPPUR 502,1778,Rim-Sin,45,8,-,z- Siyatum,"Nippur (TIM 4, purchased by S. David)",Legal - prebend purchase,,,-,-,IM 010906,-,P223289,-,TIM 04 26,-
UR 724,1777,Rim-Sin,47,3, -,Ku-Ningal,"Ur's Extra-mural (EM), Quiet Street 7",Legal - Rental (Land),Room 11?,,U 07827c,-,IM 057281,T6218,P415102,IM 57281 = U.7827c,UET 5 213,UET 5 213
NIPPUR 8386,1776,Rim-Sin,47,-,-,CRH - administrative (delivery),Nippur (unprov),Administrative - Delivery (animal),,,-,-,Ist Ni 01605,-,P313159,-,ARN 039,-
NIPPUR 5910,1776,Rim-Sin,47,7,-,"TA - House N 2: Nannatum, Nanna-balum-Shamash",Nippur (Penn excavations),Legal - Partnership,,,-,-,CBS 14190,-,P269164,-,PBS 13 52,-
NIPPUR 5669,1776,Rim-Sin,47,9,-,z- Siyatum,Nippur Mound IV,Legal - prebend purchase,,,-,-,CBS 11980,-,P267113,-,"BE 06 /2, 007",-
NIPPUR 8161,1775,Rim-Sin,48,4,-,TA - House F: Damiq-ilishu?,Nippur's Tablet Hill (TA),Legal - House sale,184,XA-1,3N-T0097,-,OIM A30143 & UM 55-21-247,-,P283587,-,SAOC 44 17,-
NIPPUR 94,1774,Rim-Sin,49,1, -,TA - House K?: Ninlil-Zimu (Abba-Kalla),Nippur (unprov),Legal - Emancipation,,,-,-,Ist Ni 00431 + Ist Ni 01538 + Ist Ni 01540,T10814,P313157,Ni. 431+Ni. 1538+Ni. 1580,ARN 036,ARN 36
UR 1520,1774,Rim-Sin,50,4, 10,Ku-Ningal,Ur (unprov),Legal - Credit? (grain),,,-,-,YBC 05707,T11140,P292736,YBC 5707 // YBC 5707-a,YOS 08 160,YOS 8 160
NIPPUR 4566,1774,Rim-Sin,49,9,-,z - Legal (house sale),Nippur (PBS 8),Legal - House sale,,,-,-,CBS 04950 + frags. & N 4255,-,P261143,-,"PBS 08 /1, 044",-
NIPPUR 3581,1773,Rim-Sin,50,-,-,TA - House I?: Damiq-ilishu,Nippur (Penn excavations),Legal - Loan (silver),,,-,-,UM 29-13-154,-,P255155,-,"OB Contracts, pl. B3 no. 9",-
NIPPUR 4670,1773,Rim-Sin,50,2,-,TB - House ?: Lu-Ursaggal?,Nippur (PBS 8),Legal - Care (Naditu),,,-,-,CBS 07112,-,P262151,-,"PBS 08 /2, 116",-
NIPPUR 3955,1772,Rim-Sin,51,4,12,CRH,Nippur's CRH (Penn Excav.),Administrative - Delivery,,,-,-,UM 29-15-932,-,P256574,-,"UM 29 diss. p. 355, -15-932",-
